DATOS HORARIOS GENERADOS CON EL EXPLORADOR DE ENERGIA SOLAR PARA UN ANIO METEOROLOGICO TIPICO
""
-----------------------------------------------------------------------------------------
DESCRIPCION,Datos para la evaluacion de la radiacion solar generados con un modelo de transferencia radiativa
VERSION DEL MODELO,2.0
FUENTE,Ministerio de Energia / Departamento de Geofisica Universidad de Chile
CONTACTO,ernc@dgf.uchile.cl
-----------------------------------------------------------------------------------------
""
CARACTERISTICAS DEL SITIO
NOMBRE DEL SITIO,S1
LATITUD,-30.30351127593751
LONGITUD,-71.60831990548922
ALTURA,36.0
""
-----------------------------------------------------------------------------------------
PERIODO DE DATOS
FECHA INICIAL,2004-01-01 00:00:00
FECHA FINAL,2016-12-18 23:00:00
INTERVALO,60 minutos
METODO DE CALCULO,Promedio de valores instantaneos cada 10 minutos
""
-----------------------------------------------------------------------------------------
VARIABLES INCLUIDAS
""
VARIABLE,UNIDAD,DESCRIPCION
glb,W/m2,Radiacion Global
dir,W/m2,Radiacion Directa
dif,W/m2,Radiacion Difusa
sct,W/m2,Radiacion Difusa Reflejada
ghi,W/m2,Radiacion Global Horizontal
dirh,W/m2,Radiacion Directa
difh,W/m2,Radiacion Difusa
dni,W/m2,Radiacion Directa Normal
temp,C,Temperatura en 2 metros (Corejida)
vel,m/s,Velocidad de Viento
shadow,0 = Sin; 1 = Con (inc. la noche);,Presencia de sombras debido a la topografia
cloud,"1=Si, 0=No",Presencia de nubes
""
-----------------------------------------------------------------------------------------
""
Fecha/Hora,glb,dir,dif,sct,ghi,dirh,difh,dni,temp,vel,shadow,cloud
2011-01-01 13:00:00,1068.61,1000.07,50.38,18.16,1129.40,1075.40,54.00,1085.03,19.75,3.64,0.00,0.00
2011-01-01 14:00:00,1016.21,948.79,50.01,17.42,1083.32,1029.72,53.60,1078.16,20.06,5.40,0.00,0.00
2011-01-01 15:00:00,890.83,826.15,49.04,15.64,973.06,920.50,52.56,1061.20,19.77,5.99,0.00,0.00
2011-01-01 16:00:00,703.53,643.27,47.29,12.98,807.28,756.60,50.68,1030.67,19.27,5.85,0.00,0.00
2011-01-01 17:00:00,471.93,418.02,44.28,9.64,599.32,551.86,47.46,978.30,18.55,5.65,0.00,0.00
2011-01-01 18:00:00,223.11,178.25,38.94,5.92,368.16,326.42,41.74,883.98,17.79,4.55,0.00,0.00
2011-01-01 19:00:00,29.74,0.00,27.54,2.19,136.48,106.96,29.52,658.36,16.32,3.85,0.00,0.00
2011-01-01 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.43,2.66,1.00,0.00
2011-01-01 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.54,2.05,1.00,0.00
2011-01-01 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.22,1.89,1.00,0.00
2011-01-01 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.84,2.02,1.00,0.00
2011-01-02 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.56,1.89,1.00,0.00
2011-01-02 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.41,1.77,1.00,0.00
2011-01-02 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.27,1.43,1.00,0.00
2011-01-02 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.89,1.16,1.00,0.00
2011-01-02 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.71,1.29,1.00,0.00
2011-01-02 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.33,0.80,1.00,0.00
2011-01-02 06:00:00,2.21,0.00,2.16,0.04,2.54,0.22,2.32,9.41,12.64,0.81,0.00,1.00
2011-01-02 07:00:00,57.70,0.31,56.39,1.00,62.18,1.74,60.44,7.56,13.18,0.85,0.00,1.00
2011-01-02 08:00:00,173.88,2.54,168.37,2.97,184.44,3.98,180.46,9.16,14.25,1.42,0.00,1.00
2011-01-02 09:00:00,421.14,7.23,406.76,7.15,445.04,9.08,435.96,14.58,15.30,2.37,0.00,1.00
2011-01-02 10:00:00,392.01,7.05,378.32,6.65,413.58,8.10,405.48,10.36,16.58,2.78,0.00,1.00
2011-01-02 11:00:00,381.60,8.68,366.45,6.47,402.32,9.56,392.76,10.61,17.87,1.62,0.00,1.00
2011-01-02 12:00:00,472.82,12.40,452.42,8.01,498.28,13.38,484.90,13.76,18.83,1.38,0.00,1.00
2011-01-02 13:00:00,833.22,73.05,746.06,14.12,878.10,78.48,799.62,79.19,19.86,2.76,0.00,1.00
2011-01-02 14:00:00,796.55,61.19,721.85,13.50,840.02,66.34,773.68,69.44,20.21,4.26,0.00,1.00
2011-01-02 15:00:00,888.25,823.72,48.95,15.58,969.08,916.62,52.46,1055.98,19.90,5.05,0.00,0.00
2011-01-02 16:00:00,703.02,642.88,47.19,12.95,805.40,754.82,50.58,1027.09,19.56,5.44,0.00,0.00
2011-01-02 17:00:00,472.92,419.08,44.21,9.63,599.06,551.68,47.38,976.23,18.98,6.31,0.00,0.00
2011-01-02 18:00:00,224.06,179.26,38.89,5.91,367.60,325.92,41.68,880.31,18.45,6.11,0.00,0.00
2011-01-02 19:00:00,29.73,0.00,27.54,2.19,136.18,106.66,29.52,653.05,17.14,5.55,0.00,0.00
2011-01-02 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.31,5.07,1.00,0.00
2011-01-02 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.53,3.44,1.00,0.00
2011-01-02 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.93,2.69,1.00,0.00
2011-01-02 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.38,2.43,1.00,0.00
2011-01-03 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.91,2.64,1.00,0.00
2011-01-03 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.46,2.64,1.00,0.00
2011-01-03 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.04,2.38,1.00,0.00
2011-01-03 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.55,2.71,1.00,0.00
2011-01-03 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.46,2.46,1.00,0.00
2011-01-03 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.07,1.44,1.00,0.00
2011-01-03 06:00:00,5.32,0.00,5.17,0.15,9.10,3.56,5.54,169.99,12.77,1.24,0.00,0.00
2011-01-03 07:00:00,65.16,29.48,32.36,3.33,206.84,172.16,34.68,756.18,13.64,1.03,0.00,0.00
2011-01-03 08:00:00,302.95,254.79,41.03,7.12,442.98,399.00,43.98,922.76,14.73,0.96,0.00,0.00
2011-01-03 09:00:00,550.70,494.50,45.44,10.77,669.60,620.90,48.70,1000.04,15.78,2.35,0.00,0.00
2011-01-03 10:00:00,770.13,708.29,47.94,13.91,865.10,813.72,51.38,1042.66,17.06,2.60,0.00,0.00
2011-01-03 11:00:00,938.29,872.59,49.41,16.29,1013.18,960.22,52.96,1066.71,18.34,2.13,0.00,0.00
2011-01-03 12:00:00,1040.47,972.59,50.16,17.73,1102.70,1048.94,53.76,1079.25,19.50,1.31,0.00,0.00
2011-01-03 13:00:00,1067.67,999.20,50.36,18.11,1126.52,1072.54,53.98,1082.45,20.76,2.49,0.00,0.00
2011-01-03 14:00:00,1017.54,950.13,50.01,17.41,1082.64,1029.04,53.60,1076.87,21.55,4.38,0.00,0.00
2011-01-03 15:00:00,895.05,830.29,49.08,15.68,975.34,922.74,52.60,1062.40,21.90,5.85,0.00,0.00
2011-01-03 16:00:00,709.73,649.36,47.32,13.05,811.76,761.04,50.72,1034.55,21.52,6.97,0.00,0.00
2011-01-03 17:00:00,478.82,424.74,44.36,9.73,605.02,557.48,47.54,984.99,20.93,7.97,0.00,0.00
2011-01-03 18:00:00,227.39,182.40,39.02,5.97,371.20,329.38,41.82,887.71,20.03,8.08,0.00,0.00
2011-01-03 19:00:00,29.87,0.00,27.65,2.22,137.86,108.22,29.64,659.13,18.70,7.14,0.00,0.00
2011-01-03 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.72,6.03,1.00,0.00
2011-01-03 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.96,4.20,1.00,0.00
2011-01-03 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.35,3.46,1.00,0.00
2011-01-03 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.81,2.68,1.00,0.00
2011-01-04 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.27,2.32,1.00,0.00
2011-01-04 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.82,2.03,1.00,0.00
2011-01-04 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.38,2.20,1.00,0.00
2011-01-04 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.69,2.07,1.00,0.00
2011-01-04 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.49,1.65,1.00,0.00
2011-01-04 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.14,0.28,1.00,0.00
2011-01-04 06:00:00,4.66,0.00,4.53,0.12,7.68,2.82,4.86,152.44,13.82,0.57,0.00,0.00
2011-01-04 07:00:00,63.58,28.10,32.19,3.29,204.88,170.38,34.50,756.27,14.82,0.43,0.00,0.00
2011-01-04 08:00:00,302.20,254.08,41.02,7.11,442.18,398.22,43.96,925.67,16.00,0.49,0.00,0.00
2011-01-04 09:00:00,552.14,495.87,45.48,10.79,671.04,622.30,48.74,1005.40,17.41,0.72,0.00,0.00
2011-01-04 10:00:00,774.33,712.34,48.01,13.97,869.22,817.76,51.46,1049.89,18.86,0.82,0.00,0.00
2011-01-04 11:00:00,945.60,879.71,49.49,16.40,1020.28,967.24,53.04,1075.79,20.11,2.08,0.00,0.00
2011-01-04 12:00:00,1049.55,981.45,50.23,17.87,1111.40,1057.56,53.84,1088.76,21.15,3.47,0.00,0.00
2011-01-04 13:00:00,1078.10,1009.39,50.44,18.27,1136.40,1082.34,54.06,1092.55,22.08,5.61,0.00,0.00
2011-01-04 14:00:00,1028.58,960.92,50.08,17.58,1093.22,1039.54,53.68,1087.62,22.60,7.08,0.00,0.00
2011-01-04 15:00:00,905.31,840.34,49.13,15.84,985.22,932.56,52.66,1073.06,22.97,7.54,0.00,0.00
2011-01-04 16:00:00,718.53,657.94,47.40,13.19,820.50,769.70,50.80,1045.15,22.29,7.96,0.00,0.00
2011-01-04 17:00:00,485.59,431.32,44.43,9.84,612.08,564.46,47.62,995.81,21.54,8.77,0.00,0.00
2011-01-04 18:00:00,231.38,186.22,39.11,6.04,375.82,333.90,41.92,897.93,20.48,8.70,0.00,0.00
2011-01-04 19:00:00,30.04,0.00,27.79,2.25,140.08,110.30,29.78,668.99,19.02,8.14,0.00,0.00
2011-01-04 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.72,7.44,1.00,0.00
2011-01-04 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.81,6.27,1.00,0.00
2011-01-04 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.12,5.05,1.00,0.00
2011-01-04 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.27,4.18,1.00,0.00
2011-01-05 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.41,3.02,1.00,0.00
2011-01-05 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.57,2.38,1.00,0.00
2011-01-05 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.76,2.05,1.00,0.00
2011-01-05 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.08,1.87,1.00,0.00
2011-01-05 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.20,1.62,1.00,0.00
2011-01-05 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.40,1.31,1.00,0.00
2011-01-05 06:00:00,4.04,0.00,3.97,0.07,4.26,0.00,4.26,0.00,13.98,1.54,1.00,0.00
2011-01-05 07:00:00,62.50,27.16,32.04,3.30,205.32,170.98,34.34,767.04,14.88,1.16,0.00,0.00
2011-01-05 08:00:00,303.56,255.56,40.85,7.15,444.44,400.66,43.78,936.15,15.73,1.18,0.00,0.00
2011-01-05 09:00:00,554.88,498.76,45.29,10.84,674.02,625.48,48.54,1013.46,16.77,0.98,0.00,0.00
2011-01-05 10:00:00,777.49,715.62,47.84,14.02,872.12,820.84,51.28,1055.78,18.01,1.07,0.00,0.00
2011-01-05 11:00:00,948.41,882.67,49.30,16.44,1022.44,969.60,52.84,1079.61,19.22,0.12,0.00,0.00
2011-01-05 12:00:00,1051.91,983.97,50.05,17.89,1112.88,1059.24,53.64,1091.19,20.31,1.37,0.00,0.00
2011-01-05 13:00:00,1079.73,1011.22,50.23,18.28,1137.02,1083.18,53.84,1093.61,21.35,3.17,0.00,0.00
2011-01-05 14:00:00,1029.37,961.94,49.86,17.57,1092.82,1039.38,53.44,1087.28,22.00,4.91,0.00,0.00
2011-01-05 15:00:00,906.21,841.44,48.93,15.83,984.88,932.44,52.44,1072.39,22.37,6.81,0.00,0.00
2011-01-05 16:00:00,719.54,659.18,47.17,13.19,820.18,769.62,50.56,1044.20,22.01,7.69,0.00,0.00
2011-01-05 17:00:00,486.63,432.60,44.19,9.84,611.78,564.42,47.36,994.47,21.38,8.55,0.00,0.00
2011-01-05 18:00:00,233.51,188.45,39.00,6.07,377.32,335.52,41.80,900.33,20.20,8.20,0.00,0.00
2011-01-05 19:00:00,30.10,0.00,27.82,2.28,141.74,111.92,29.82,675.99,18.71,8.02,0.00,0.00
2011-01-05 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.21,6.76,1.00,0.00
2011-01-05 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.27,5.22,1.00,0.00
2011-01-05 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.52,4.30,1.00,0.00
2011-01-05 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.85,3.53,1.00,0.00
2011-01-06 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.25,2.75,1.00,0.00
2011-01-06 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.81,2.14,1.00,0.00
2011-01-06 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.50,1.87,1.00,0.00
2011-01-06 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.16,1.19,1.00,0.00
2011-01-06 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.37,0.62,1.00,0.00
2011-01-06 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.31,0.12,1.00,0.00
2011-01-06 06:00:00,0.74,0.00,0.73,0.01,0.78,0.00,0.78,0.00,13.40,0.43,1.00,1.00
2011-01-06 07:00:00,38.42,0.25,37.49,0.67,41.84,1.66,40.18,7.53,13.54,0.68,0.00,1.00
2011-01-06 08:00:00,87.87,2.50,83.86,1.51,93.80,3.92,89.88,9.21,13.94,1.32,0.00,1.00
2011-01-06 09:00:00,277.29,4.90,267.68,4.71,293.04,6.14,286.90,9.98,14.55,2.13,0.00,1.00
2011-01-06 10:00:00,274.48,7.03,262.79,4.66,289.72,8.06,281.66,10.39,15.34,2.59,0.00,1.00
2011-01-06 11:00:00,296.50,8.69,282.78,5.03,312.62,9.54,303.08,10.64,16.11,2.05,0.00,1.00
2011-01-06 12:00:00,738.42,47.63,678.28,12.51,778.20,51.22,726.98,52.80,16.91,1.31,0.00,1.00
2011-01-06 13:00:00,1067.71,999.47,50.18,18.06,1123.20,1069.42,53.78,1079.96,17.49,1.66,0.00,0.00
2011-01-06 14:00:00,1019.39,952.17,49.84,17.38,1080.94,1027.52,53.42,1074.70,17.88,3.73,0.00,0.00
2011-01-06 15:00:00,898.24,833.66,48.91,15.67,974.82,922.40,52.42,1060.22,17.88,4.36,0.00,0.00
2011-01-06 16:00:00,713.93,653.70,47.17,13.06,812.20,761.64,50.56,1032.38,17.83,4.90,0.00,0.00
2011-01-06 17:00:00,483.52,429.55,44.22,9.74,606.06,558.66,47.40,983.08,17.41,5.34,0.00,0.00
2011-01-06 18:00:00,233.66,188.67,38.96,6.03,375.18,333.42,41.76,893.14,16.75,5.26,0.00,0.00
2011-01-06 19:00:00,30.04,0.00,27.77,2.28,141.68,111.92,29.76,673.89,15.62,5.16,0.00,0.00
2011-01-06 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.89,3.83,1.00,0.00
2011-01-06 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.33,2.64,1.00,0.00
2011-01-06 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.96,1.98,1.00,0.00
2011-01-06 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.71,1.50,1.00,0.00
2011-01-07 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.47,1.24,1.00,0.00
2011-01-07 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.35,1.09,1.00,0.00
2011-01-07 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.29,1.05,1.00,0.00
2011-01-07 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.52,0.20,1.00,0.00
2011-01-07 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.33,0.26,1.00,0.00
2011-01-07 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.08,0.48,1.00,0.00
2011-01-07 06:00:00,2.71,0.00,2.67,0.05,2.86,0.00,2.86,0.00,13.25,1.18,1.00,0.00
2011-01-07 07:00:00,58.47,23.74,31.57,3.15,196.00,162.16,33.84,743.95,13.80,1.19,0.00,0.00
2011-01-07 08:00:00,295.90,248.34,40.60,6.96,432.96,389.44,43.52,919.43,14.67,1.60,0.00,0.00
2011-01-07 09:00:00,545.78,489.98,45.16,10.64,661.86,613.46,48.40,1000.23,15.71,2.11,0.00,0.00
2011-01-07 10:00:00,768.47,706.89,47.75,13.83,860.36,809.18,51.18,1044.92,16.92,2.38,0.00,0.00
2011-01-07 11:00:00,940.42,874.89,49.26,16.27,1011.86,959.06,52.80,1070.54,18.10,1.77,0.00,0.00
2011-01-07 12:00:00,1045.14,977.35,50.05,17.74,1103.46,1049.82,53.64,1082.96,18.98,1.09,0.00,0.00
2011-01-07 13:00:00,1074.45,1006.05,50.25,18.15,1129.04,1075.18,53.86,1086.04,19.86,1.75,0.00,0.00
2011-01-07 14:00:00,1025.96,958.53,49.95,17.47,1086.54,1033.00,53.54,1080.31,20.26,3.82,0.00,0.00
2011-01-07 15:00:00,903.55,838.80,49.00,15.74,979.12,926.60,52.52,1064.62,20.48,4.98,0.00,0.00
2011-01-07 16:00:00,717.92,657.51,47.30,13.11,815.20,764.50,50.70,1035.43,20.07,5.56,0.00,0.00
2011-01-07 17:00:00,486.34,432.23,44.34,9.77,607.80,560.28,47.52,984.69,19.37,6.04,0.00,0.00
2011-01-07 18:00:00,234.83,189.75,39.06,6.03,374.86,333.00,41.86,890.47,18.61,6.23,0.00,0.00
2011-01-07 19:00:00,30.05,0.00,27.79,2.26,140.76,110.98,29.78,666.85,17.35,5.12,0.00,0.00
2011-01-07 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.39,3.90,1.00,0.00
2011-01-07 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.59,2.54,1.00,0.00
2011-01-07 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.02,2.01,1.00,0.00
2011-01-07 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.51,1.36,1.00,0.00
2011-01-08 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,1.35,1.00,0.00
2011-01-08 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.58,1.15,1.00,0.00
2011-01-08 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.10,1.21,1.00,0.00
2011-01-08 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.61,0.49,1.00,0.00
2011-01-08 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.28,0.30,1.00,0.00
2011-01-08 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.07,0.49,1.00,0.00
2011-01-08 06:00:00,0.44,0.00,0.43,0.01,0.46,0.00,0.46,0.00,12.49,0.92,1.00,1.00
2011-01-08 07:00:00,44.46,0.22,43.46,0.77,48.16,1.58,46.58,7.33,13.23,1.40,0.00,1.00
2011-01-08 08:00:00,116.21,2.45,111.77,1.99,123.64,3.84,119.80,9.12,14.11,1.87,0.00,1.00
2011-01-08 09:00:00,214.27,4.86,205.77,3.64,226.62,6.08,220.54,9.94,15.29,2.53,0.00,1.00
2011-01-08 10:00:00,314.31,7.01,301.96,5.33,331.66,8.02,323.64,10.38,16.40,3.16,0.00,1.00
2011-01-08 11:00:00,935.54,870.10,49.28,16.17,1005.48,952.66,52.82,1064.69,17.58,2.17,0.00,0.00
2011-01-08 12:00:00,1041.32,973.58,50.08,17.66,1098.24,1044.56,53.68,1078.25,18.67,1.38,0.00,0.00
2011-01-08 13:00:00,1072.07,1003.68,50.31,18.09,1125.22,1071.30,53.92,1082.42,20.01,3.26,0.00,0.00
2011-01-08 14:00:00,1025.08,957.66,49.99,17.43,1084.18,1030.60,53.58,1077.69,20.49,6.18,0.00,0.00
2011-01-08 15:00:00,903.97,839.18,49.06,15.72,978.02,925.44,52.58,1062.87,20.32,8.13,0.00,0.00
2011-01-08 16:00:00,719.26,658.80,47.36,13.10,815.06,764.30,50.76,1034.50,19.78,8.57,0.00,0.00
2011-01-08 17:00:00,488.35,434.16,44.41,9.78,608.46,560.86,47.60,984.71,19.14,9.16,0.00,0.00
2011-01-08 18:00:00,236.57,191.41,39.13,6.03,375.38,333.44,41.94,890.49,18.36,8.79,0.00,0.00
2011-01-08 19:00:00,30.19,0.00,27.92,2.27,141.16,111.24,29.92,666.34,17.23,7.27,0.00,0.00
2011-01-08 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.25,5.82,1.00,0.00
2011-01-08 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.44,4.99,1.00,0.00
2011-01-08 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.76,4.32,1.00,0.00
2011-01-08 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.28,3.82,1.00,0.00
2011-01-09 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.74,3.32,1.00,0.00
2011-01-09 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.25,2.85,1.00,0.00
2011-01-09 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.75,2.60,1.00,0.00
2011-01-09 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.34,2.26,1.00,0.00
2011-01-09 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.79,1.93,1.00,0.00
2011-01-09 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.96,0.82,1.00,0.00
2011-01-09 06:00:00,0.09,0.00,0.09,0.00,0.10,0.00,0.10,0.00,13.16,0.42,1.00,1.00
2011-01-09 07:00:00,35.33,0.21,34.50,0.62,38.54,1.56,36.98,7.33,13.64,0.91,0.00,1.00
2011-01-09 08:00:00,98.47,2.44,94.35,1.69,104.94,3.82,101.12,9.12,14.36,2.01,0.00,1.00
